timestamp,instrument,side,price,quantity
2022-11-01 11:57:57,BANKNIFTY22110341700PE,SELL,334.95,1
2022-11-01 11:57:57,BANKNIFTY22110341700CE,SELL,245.75,1
2022-11-01 11:57:57,BANKNIFTY22110341800CE,BUY,200.65,1
2022-11-01 11:57:57,BANKNIFTY22110341800PE,BUY,389.85,1
2022-11-01 11:58:02,BANKNIFTY22110341800CE,SELL,200.4,1
2022-11-01 11:58:02,BANKNIFTY22110341800PE,SELL,391.7,1
2022-11-01 11:58:02,BANKNIFTY22110341700PE,BUY,335.85,1
2022-11-01 11:58:02,BANKNIFTY22110341700CE,BUY,244.95,1
2022-11-01 11:58:12,BANKNIFTY22110341700PE,SELL,334.4,1
2022-11-01 11:58:12,BANKNIFTY22110341700CE,SELL,246.15,1
2022-11-01 11:58:12,BANKNIFTY22110341800CE,BUY,201.35,1
2022-11-01 11:58:12,BANKNIFTY22110341800PE,BUY,390.25,1
2022-11-01 11:58:13,BANKNIFTY22110341800CE,SELL,202.1,1
2022-11-01 11:58:13,BANKNIFTY22110341800PE,SELL,390.05,1
2022-11-01 11:58:13,BANKNIFTY22110341700PE,BUY,333.2,1
2022-11-01 11:58:13,BANKNIFTY22110341700CE,BUY,246.15,1
2022-11-01 11:58:15,BANKNIFTY22110341700PE,SELL,333.5,1
2022-11-01 11:58:15,BANKNIFTY22110341700CE,SELL,247.6,1
2022-11-01 11:58:15,BANKNIFTY22110341800CE,BUY,202.1,1
2022-11-01 11:58:15,BANKNIFTY22110341800PE,BUY,389.5,1
2022-11-01 11:58:19,BANKNIFTY22110341800CE,SELL,201.8,1
2022-11-01 11:58:19,BANKNIFTY22110341800PE,SELL,389.85,1
2022-11-01 11:58:19,BANKNIFTY22110341700PE,BUY,333.75,1
2022-11-01 11:58:19,BANKNIFTY22110341700CE,BUY,247.1,1
2022-11-01 11:58:21,BANKNIFTY22110341700PE,SELL,334.0,1
2022-11-01 11:58:21,BANKNIFTY22110341700CE,SELL,247.05,1
2022-11-01 11:58:21,BANKNIFTY22110341800CE,BUY,201.75,1
2022-11-01 11:58:21,BANKNIFTY22110341800PE,BUY,389.2,1
2022-11-01 11:58:22,BANKNIFTY22110341800CE,SELL,201.55,1
2022-11-01 11:58:22,BANKNIFTY22110341800PE,SELL,390.0,1
2022-11-01 11:58:22,BANKNIFTY22110341700PE,BUY,333.3,1
2022-11-01 11:58:22,BANKNIFTY22110341700CE,BUY,247.25,1
2022-11-01 11:58:25,BANKNIFTY22110341700PE,SELL,333.75,1
2022-11-01 11:58:25,BANKNIFTY22110341700CE,SELL,247.45,1
2022-11-01 11:58:25,BANKNIFTY22110341800CE,BUY,202.1,1
2022-11-01 11:58:25,BANKNIFTY22110341800PE,BUY,388.6,1
2022-11-01 11:58:50,BANKNIFTY22110341800CE,SELL,200.8,1
2022-11-01 11:58:50,BANKNIFTY22110341800PE,SELL,390.0,1
2022-11-01 11:58:50,BANKNIFTY22110341700PE,BUY,334.85,1
2022-11-01 11:58:50,BANKNIFTY22110341700CE,BUY,246.3,1
2022-11-01 11:58:53,BANKNIFTY22110341700PE,SELL,333.75,1
2022-11-01 11:58:53,BANKNIFTY22110341700CE,SELL,247.5,1
2022-11-01 11:58:53,BANKNIFTY22110341800CE,BUY,201.9,1
2022-11-01 11:58:53,BANKNIFTY22110341800PE,BUY,389.1,1
2022-11-01 11:59:47,BANKNIFTY22110341800CE,SELL,201.5,1
2022-11-01 11:59:47,BANKNIFTY22110341800PE,SELL,388.7,1
2022-11-01 11:59:47,BANKNIFTY22110341700PE,BUY,334.25,1
2022-11-01 11:59:47,BANKNIFTY22110341700CE,BUY,246.65,1
2022-11-01 11:59:56,BANKNIFTY22110341700PE,SELL,335.95,1
2022-11-01 11:59:56,BANKNIFTY22110341700CE,SELL,245.05,1
2022-11-01 11:59:56,BANKNIFTY22110341800CE,BUY,199.95,1
2022-11-01 11:59:56,BANKNIFTY22110341800PE,BUY,391.5,1
2022-11-01 11:59:58,BANKNIFTY22110341800CE,SELL,199.5,1
2022-11-01 11:59:58,BANKNIFTY22110341800PE,SELL,392.35,1
2022-11-01 11:59:58,BANKNIFTY22110341700PE,BUY,336.15,1
2022-11-01 11:59:58,BANKNIFTY22110341700CE,BUY,244.85,1
2022-11-01 12:15:59,BANKNIFTY22110341700PE,SELL,388.45,1
2022-11-01 12:15:59,BANKNIFTY22110341700CE,SELL,204.6,1
2022-11-01 12:15:59,BANKNIFTY22110341600CE,BUY,250.35,1
2022-11-01 12:15:59,BANKNIFTY22110341600PE,BUY,333.0,1
2022-11-01 12:16:01,NIFTY22110318200CE,SELL,59.1,1
2022-11-01 12:16:01,NIFTY22110318200PE,SELL,130.2,1
2022-11-01 12:16:01,NIFTY22110318150CE,BUY,81.4,1
2022-11-01 12:16:01,NIFTY22110318150PE,BUY,102.45,1
2022-11-01 12:16:15,NIFTY22110318150CE,SELL,82.15,1
2022-11-01 12:16:15,NIFTY22110318150PE,SELL,102.1,1
2022-11-01 12:16:15,NIFTY22110318200CE,BUY,59.65,1
2022-11-01 12:16:15,NIFTY22110318200PE,BUY,129.9,1
2022-11-01 12:16:17,NIFTY22110318200CE,SELL,59.85,1
